	sequences per sample	iteration	mim16.m1c3t	mim16.m2c3t	mim16.m3c3t	mim16.m1c4t	mim16.m2c4t	mim16.m3c4t	mim16.m1c1l	mim16.m2c1l	mim16.m3c1l	mim16.m3c2l	mim16.m1c3l	mim16.m2c3l	mim16.m3c3l	mim16.m1c4l	mim16.m2c4l	mim16.m3c4l
alpha_rarefaction_10_0.txt	10	0	2.37095059445	1.96096404744	1.0	1.72192809489	0.721928094887	2.64643934467	2.04643934467	1.29546184424	1.36096404744	1.57095059445	1.89546184424	2.04643934467	1.36096404744	1.76096404744	1.29546184424	1.96096404744
alpha_rarefaction_10_1.txt	10	1	1.68547529723	2.64643934467	1.76096404744	1.36096404744	1.37095059445	2.92192809489	0.721928094887	1.29546184424	1.57095059445	1.72192809489	1.68547529723	1.76096404744	1.29546184424	1.96096404744	1.76096404744	1.57095059445
alpha_rarefaction_10_2.txt	10	2	2.04643934467	1.89546184424	0.881290899231	0.921928094887	1.29546184424	2.64643934467	1.57095059445	1.29546184424	1.57095059445	1.52192809489	1.68547529723	1.96096404744	1.84643934467	1.76096404744	0.970950594455	1.72192809489
alpha_rarefaction_10_3.txt	10	3	0.970950594455	2.17095059445	1.57095059445	1.57095059445	1.36096404744	2.12192809489	1.29546184424	1.76096404744	1.96096404744	1.48547529723	1.36096404744	1.36096404744	1.84643934467	1.57095059445	1.57095059445	2.04643934467
alpha_rarefaction_10_4.txt	10	4	1.72192809489	1.35677964945	1.37095059445	0.921928094887	1.37095059445	2.32192809489	1.57095059445	1.68547529723	1.76096404744	1.57095059445	1.77095059445	1.48547529723	1.15677964945	2.04643934467	1.68547529723	1.57095059445
alpha_rarefaction_10_5.txt	10	5	1.15677964945	1.36096404744	1.37095059445	0.881290899231	1.84643934467	1.15677964945	1.57095059445	1.72192809489	1.57095059445	1.29546184424	1.72192809489	2.04643934467	1.37095059445	1.68547529723	0.881290899231	1.57095059445
alpha_rarefaction_10_6.txt	10	6	0.970950594455	1.68547529723	1.0	1.57095059445	1.89546184424	1.96096404744	2.24643934467	1.36096404744	1.36096404744	1.37095059445	1.68547529723	1.29546184424	1.68547529723	1.96096404744	1.57095059445	1.36096404744
alpha_rarefaction_10_7.txt	10	7	0.970950594455	1.96096404744	1.84643934467	2.64643934467	2.32192809489	2.64643934467	1.72192809489	1.77095059445	0.721928094887	1.52192809489	1.57095059445	1.84643934467	1.48547529723	1.84643934467	1.37095059445	0.881290899231
alpha_rarefaction_10_8.txt	10	8	1.29546184424	2.12192809489	1.96096404744	1.96096404744	0.921928094887	3.32192809489	1.29546184424	1.15677964945	1.36096404744	1.84643934467	1.68547529723	1.35677964945	0.970950594455	1.68547529723	1.29546184424	1.37095059445
alpha_rarefaction_10_9.txt	10	9	0.881290899231	1.96096404744	1.15677964945	1.48547529723	2.37095059445	1.72192809489	1.68547529723	1.15677964945	0.721928094887	1.36096404744	2.12192809489	1.37095059445	1.0	1.0	1.68547529723	0.881290899231
alpha_rarefaction_2009_0.txt	2009	0	1.86644058188	2.42954376018	1.84929557141	1.93619038442	2.04278206472	3.95364165221	1.94886286424	1.95116108558	1.73034033469	2.18956279178	2.1317564983	2.16186830665	2.01900505495	1.93915908738	2.04199082547	1.92510100003
alpha_rarefaction_2009_1.txt	2009	1	1.855242675	2.37797034779	1.86830155878	1.89747931511	2.0417662502	3.8882725794	1.96443477441	1.99338579005	1.76275580773	2.16950945179	2.15358735508	2.18132498315	2.01698679518	1.91705186323	1.97722393613	1.93337531508
alpha_rarefaction_2009_2.txt	2009	2	1.88016925242	2.41004911441	1.85332082215	1.90001633335	1.97871386371	3.98563301314	1.93150597147	2.03472974391	1.72936141683	2.10478113219	2.10102675328	2.11253897567	2.0057210274	1.97492444162	2.10589371571	2.031424875
alpha_rarefaction_2009_3.txt	2009	3	1.82582249739	2.42924298933	1.88600702735	1.9221685704	2.00591454559	3.82752327372	1.96823192567	2.0087875951	1.73946670043	2.15445596118	2.09930403789	2.1087695826	1.98287119361	1.93611910913	2.03981154467	2.02500414574
alpha_rarefaction_2009_4.txt	2009	4	1.942515082	2.37121455019	1.8830099694	1.84075630118	2.00521431264	4.01773598539	1.90306004923	1.92503093492	1.77427866113	2.14649069046	2.13091113809	2.08376646771	2.00535590124	1.88518892281	2.05478559012	2.05671980091
alpha_rarefaction_2009_5.txt	2009	5	1.81645631134	2.45482889528	1.93721297532	1.88164503209	2.00985949814	3.94266322606	1.9410542254	2.03618593415	1.73637551636	2.10986226804	2.13758930752	2.13586829673	2.03515214644	1.98468774058	2.00902583878	1.91520448821
alpha_rarefaction_2009_6.txt	2009	6	1.87298862158	2.41360343732	1.92897582726	1.98247228917	1.97838065937	3.92857998062	1.96895565081	2.00207532523	1.76585205382	2.14432539495	2.17137199015	2.08662881981	2.02928158593	1.9821010091	2.02518177949	2.00427126107
alpha_rarefaction_2009_7.txt	2009	7	1.82397777518	2.42416387885	1.94322179534	1.88362626235	1.97492561586	3.93796878033	1.93759081145	1.97620841158	1.79353131858	2.12362287501	2.13997818484	2.11039087663	2.04829297195	1.94191117062	2.03286810212	1.91411987532
alpha_rarefaction_2009_8.txt	2009	8	1.87677532009	2.46765007066	1.87030000656	1.91191268072	2.04249180093	3.920996426	1.90696124663	1.89772313266	1.76379908581	2.1664468783	2.13859582141	2.05691934877	2.04899672307	1.91747111223	1.99933205367	1.98830166596
alpha_rarefaction_2009_9.txt	2009	9	1.90050158349	2.40565733995	1.88648110794	1.84980327881	1.96222529048	3.89092322133	1.93108009373	1.94897460819	1.75913668854	2.15342814644	2.09369043415	2.13458201183	2.01558567446	1.92492039187	1.98431906565	1.96022871503
alpha_rarefaction_4008_0.txt	4008	0	1.85782668497	2.37669995082	1.93063631513	1.89354871091	2.00446361396	3.94271241724	1.99343918206	1.93430781503	1.7372140414	2.18420175202	2.11483780609	2.11124402604	2.01088577257	1.94722157417	2.03349699392	1.9491500577
