"term","estimate","std.error","statistic","p.value","padj"
"`s__unclassified-g__Lachnospiraceae_FCS020_group`:treatmentPD1",5697.16594419264,4985.08777730275,1.14284165067905,0.257498325969665,0.508526844754163
"o__Acetobacterales",3950869.95683333,3490441.66807911,1.13191118274943,0.261961824237326,0.513898487147766
"f__Acetobacteraceae",3950869.95683333,3490441.66807911,1.13191118274943,0.261961824237326,0.513898487147766
"g__Roseomonas",3950869.95683333,3490441.66807911,1.13191118274943,0.261961824237326,0.513898487147766
"`s__unclassified-g__Roseomonas`",3950869.95683333,3490441.66807911,1.13191118274943,0.261961824237326,0.513898487147766
"f__Micrococcaceae",-405280.825627679,359934.134216432,-1.12598608217574,0.264511068833315,0.51803745872837
"f__Lachnospiraceae",-558.192048670556,502.573457553633,-1.11066758556581,0.271000343873948,0.529866343992346
"`s__unclassified-g__Lachnoclostridium`",-2073.38617128081,1869.70302591619,-1.10893876863937,0.271739670155736,0.530432236943068
"`g__Christensenellaceae_R-7_group`",56983.5679835469,51747.038401649,1.10119476869871,0.275068737446106,0.534334780687514
"`s__unclassified-g__Christensenellaceae_R-7_group`",56983.5679835469,51747.038401649,1.10119476869871,0.275068737446106,0.534334780687514
"`s__unclassified-g__Blautia`:treatmentPD1",-5077.51713779443,4611.20583737709,-1.10112567446839,0.275098568174148,0.534334780687514
"g__Lachnoclostridium",-2047.38396037604,1876.26142150014,-1.09120399583715,0.27940565225226,0.540032618935569
"o__Betaproteobacteriales:treatmentPD1",-19228.4166626266,17641.2155150685,-1.08997118969509,0.279944086550953,0.540032618935569
"f__Burkholderiaceae:treatmentPD1",-19219.7485839789,17637.818296911,-1.08968968046037,0.28006713835662,0.540032618935569
"`g__unclassified-f__Enterobacteriaceae`:treatmentPD1",907241.109233012,833014.311169058,1.08910626992684,0.280322275478005,0.540032618935569
"`s__unclassified-f__Enterobacteriaceae`:treatmentPD1",907241.109233012,833014.311169058,1.08910626992684,0.280322275478005,0.540032618935569
"g__Parasutterella:treatmentPD1",-19236.8156572018,17750.5471434341,-1.08373085639321,0.282680661961065,0.542208484760894
"`s__Parasutterella excrementihominis`:treatmentPD1",-19234.6426819152,17758.0878526522,-1.08314830073569,0.282937075002741,0.542208484760894
"o__Bacillales:treatmentPD1",96179.4630312,89038.0227065669,1.08020663653065,0.284234320023658,0.542208484760894
"o__Synechococcales",1218773.16680605,1129467.11469393,1.07906919196697,0.284670951710766,0.542208484760894
"f__Cyanobiaceae",1218773.16680605,1129467.11469393,1.07906919196697,0.284670951710766,0.542208484760894
"g__Synechococcus_CC9902",1218773.16680605,1129467.11469393,1.07906919196697,0.284670951710766,0.542208484760894
"`s__unclassified-g__Synechococcus_CC9902`",1218773.16680605,1129467.11469393,1.07906919196697,0.284670951710766,0.542208484760894
"`c__unclassified-p__Bacteroidetes`",-3935490.51133333,3667713.6766546,-1.07300919817792,0.287425687053164,0.542229083420795
"`o__unclassified-p__Bacteroidetes`",-3935490.51133333,3667713.6766546,-1.07300919817792,0.287425687053164,0.542229083420795
"`f__unclassified-p__Bacteroidetes`",-3935490.51133333,3667713.6766546,-1.07300919817792,0.287425687053164,0.542229083420795
"`g__unclassified-p__Bacteroidetes`",-3935490.51133333,3667713.6766546,-1.07300919817792,0.287425687053164,0.542229083420795
"`s__unclassified-p__Bacteroidetes`",-3935490.51133333,3667713.6766546,-1.07300919817792,0.287425687053164,0.542229083420795
"`s__Odoribacter splanchnicus`:treatmentPD1",-72010.4928968889,67112.9681405749,-1.07297434299219,0.287441201983034,0.542229083420795
"g__Gordonibacter",195737.482492381,182922.999407643,1.07005397421994,0.288743188817756,0.543815047310118
"g__Oscillospira",499786.180137613,470275.349105929,1.06275223884856,0.29201631335875,0.548228078741984
"`s__unclassified-g__Oscillospira`",499786.180137613,470275.349105929,1.06275223884856,0.29201631335875,0.548228078741984
"o__Enterobacteriales:treatmentPD1",5582.68365422211,5283.07166420906,1.05671170278511,0.294743315456124,0.551591061782175
"f__Enterobacteriaceae:treatmentPD1",5582.68365422211,5283.07166420906,1.05671170278511,0.294743315456124,0.551591061782175
"`g__Escherichia/Shigella`:treatmentPD1",5565.99314719899,5286.40897240251,1.05288735250262,0.296478829633251,0.553083133129119
"`s__unclassified-g__Escherichia/Shigella`:treatmentPD1",5565.99314719899,5286.40897240251,1.05288735250262,0.296478829633251,0.553083133129119
"f__Moraxellaceae",-1575087.65814032,1508949.16460408,-1.04383082948562,0.300552552332956,0.559796933966121
"`s__unclassified-g__Anaerostipes`",-2141372.25205,2063008.40821115,-1.03798522755746,0.30324450092778,0.563820740770191
"`s__Butyricicoccus desmolans`:treatmentPD1",-1807383.38194336,1742554.05252991,-1.03720362609086,0.303669355715921,0.563820740770191
"o__Pseudomonadales",-1575087.65814032,1520380.42006921,-1.03598259840035,0.304234100180032,0.563981138541285
"g__Blautia:treatmentPD1",-4726.8947329885,4614.61115064438,-1.02433218719381,0.30965851787329,0.572580504969747
"g__Lactonifactor",99078.0500707516,96859.9690578474,1.02289987323431,0.310329892006504,0.572580504969747
"`s__Lactonifactor longoviformis`",99078.0500707516,96859.9690578474,1.02289987323431,0.310329892006504,0.572580504969747
"`s__unclassified-g__Coprobacillus`:treatmentPD1",80169.2082962526,78607.4361368697,1.01986799514315,0.311754280993339,0.574309839517417
"g__DNF00809:treatmentPD1",-1080112.23130998,1062638.09886431,-1.01644410497265,0.313368139147522,0.575484479836338
"`s__unclassified-g__DNF00809`:treatmentPD1",-1080112.23130998,1062638.09886431,-1.01644410497265,0.313368139147522,0.575484479836338
"p__Firmicutes:treatmentPD1",602.812875387443,595.582273270405,1.0121403917503,0.31540468050118,0.575652573634615
"`g__unclassified-f__Coriobacteriales_Incertae_Sedis`",-1034506.92066993,1024216.11199662,-1.01004749735214,0.31639826149309,0.575652573634615
"`s__unclassified-f__Coriobacteriales_Incertae_Sedis`",-1034506.92066993,1024216.11199662,-1.01004749735214,0.31639826149309,0.575652573634615
"g__Phocea",-1112762.72875,1102658.0010779,-1.00916397256649,0.3168183371233,0.575652573634615
"`s__Phocea massiliensis`",-1112762.72875,1102658.0010779,-1.00916397256649,0.3168183371233,0.575652573634615
"`g__28-4`",-2596446.36708334,2573517.89114785,-1.00890939053284,0.316877455715746,0.575652573634615
"`s__unclassified-g__28-4`",-2596446.36708334,2573517.89114785,-1.00890939053284,0.316877455715746,0.575652573634615
"`g__Lachnospiraceae_UCG-010`:treatmentPD1",1068125.631378,1064307.2494367,1.00358766882714,0.319478258373697,0.578594265165266
"`s__unclassified-g__Lachnospiraceae_UCG-010`:treatmentPD1",1068125.631378,1064307.2494367,1.00358766882714,0.319478258373697,0.578594265165266
"`s__Phascolarctobacterium faecium`",38269.2400831921,38349.4383260575,0.997908750522407,0.322202467483214,0.579960472741771
"f__Acidaminococcaceae",38269.2400831919,38350.5759519576,0.997879148702549,0.322216708204485,0.579960472741771
"g__Phascolarctobacterium",38269.2400831919,38350.5759519576,0.997879148702549,0.322216708204485,0.579960472741771
"p__Tenericutes:treatmentPD1",5472.58317086043,5489.64874824137,0.996891317065339,0.322692171432232,0.579960472741771
"c__Mollicutes:treatmentPD1",5472.58317086043,5489.64874824137,0.996891317065339,0.322692171432232,0.579960472741771
"o__Kineosporiales",-1750130.86510152,1760607.03195595,-0.994049684759699,0.324001432405507,0.580242498879013
"f__Kineosporiaceae",-1750130.86510152,1760607.03195595,-0.994049684759699,0.324001432405507,0.580242498879013
"f__Staphylococcaceae",-24070.4883325449,24308.6662714432,-0.99020193307857,0.325924235118792,0.580242498879013
"o__Anaeroplasmatales:treatmentPD1",5468.80307850784,5527.1745047192,0.989439192455109,0.326294127868351,0.580242498879013
"f__Anaeroplasmataceae:treatmentPD1",5468.80307850784,5527.1745047192,0.989439192455109,0.326294127868351,0.580242498879013
"g__Anaeroplasma:treatmentPD1",5468.80307850784,5527.1745047192,0.989439192455109,0.326294127868351,0.580242498879013
"`s__unclassified-g__Anaeroplasma`:treatmentPD1",5468.80307850784,5527.1745047192,0.989439192455109,0.326294127868351,0.580242498879013
"o__Rhodospirillales",17201.4365887968,17473.4564547374,0.984432395121979,0.328729120710897,0.580868294589564
"`f__unclassified-o__Rhodospirillales`",17201.4365887968,17473.4564547374,0.984432395121979,0.328729120710897,0.580868294589564
"`g__unclassified-o__Rhodospirillales`",17201.4365887968,17473.4564547374,0.984432395121979,0.328729120710897,0.580868294589564
"`s__unclassified-o__Rhodospirillales`",17201.4365887968,17473.4564547374,0.984432395121979,0.328729120710897,0.580868294589564
"g__Desulfovibrio",151922.28693686,154703.809536145,0.982020335455051,0.329906491935399,0.580868294589564
"`s__Desulfovibrio fairfieldensis`",151922.28693686,154703.809536145,0.982020335455051,0.329906491935399,0.580868294589564
"c__Negativicutes",37644.8616193059,38388.5305245813,0.980627836098097,0.330587468761321,0.580868294589564
"o__Selenomonadales",37644.8616193059,38388.5305245813,0.980627836098097,0.330587468761321,0.580868294589564
"`s__Alistipes indistinctus`:treatmentPD1",-1065303.90925114,1094426.66891217,-0.973389939693285,0.334142029206295,0.586240256598545
"`s__unclassified-g__Erysipelatoclostridium`",142196.782906472,147596.6021019,0.963415016887042,0.339081971185772,0.594023245212518
"g__UBA1819:treatmentPD1",-61704.328207821,64779.7641163927,-0.952524743636826,0.344529757443479,0.601778643001277
"`s__unclassified-g__UBA1819`:treatmentPD1",-61704.328207821,64779.7641163927,-0.952524743636826,0.344529757443479,0.601778643001277
"g__Barnesiella",332862.225926214,352208.99396395,0.945070204426079,0.348291641895907,0.60655220944649
"`s__unclassified-g__Barnesiella`",332862.225926214,352208.99396395,0.945070204426079,0.348291641895907,0.60655220944649
"`s__unclassified-g__Anaerotruncus`",-14195.9543682692,15077.2616011241,-0.941547261288534,0.350078743452994,0.607386018950586
"`s__Gordonibacter urolithinfaciens`",172199.643179012,183053.864465655,0.9407047684116,0.350507000596706,0.607386018950586
"`s__Bacteroides massiliensis`:treatmentPD1",-16164.2237200865,17255.4733729211,-0.936759216669937,0.352517135305821,0.607386018950586
"c__Bacteroidia:treatmentPD1",-592.053056569603,632.597851539948,-0.93590747285713,0.352952050876996,0.607386018950586
"p__Bacteroidetes:treatmentPD1",-592.081307699362,632.652658786324,-0.935871049424191,0.352970657079489,0.607386018950586
"o__Bacteroidales:treatmentPD1",-591.456856571708,632.606967009944,-0.934951537709528,0.353440582282833,0.607386018950586
"`s__Acetatifactor muris`",-444383.133618973,475439.351255943,-0.934678907930253,0.353579990162291,0.607386018950586
"g__DNF00809",807836.317742146,867728.83405103,0.930977842433479,0.355476033189576,0.607386018950586
"`s__unclassified-g__DNF00809`",807836.317742146,867728.83405103,0.930977842433479,0.355476033189576,0.607386018950586
"`c__unclassified-p__Bacteroidetes`:treatmentPD1",3640434.36833922,3914484.41018007,0.929990769377403,0.355982815177994,0.607386018950586
"`o__unclassified-p__Bacteroidetes`:treatmentPD1",3640434.36833922,3914484.41018007,0.929990769377403,0.355982815177994,0.607386018950586
"`f__unclassified-p__Bacteroidetes`:treatmentPD1",3640434.36833922,3914484.41018007,0.929990769377403,0.355982815177994,0.607386018950586
"`g__unclassified-p__Bacteroidetes`:treatmentPD1",3640434.36833922,3914484.41018007,0.929990769377403,0.355982815177994,0.607386018950586
"`s__unclassified-p__Bacteroidetes`:treatmentPD1",3640434.36833922,3914484.41018007,0.929990769377403,0.355982815177994,0.607386018950586
"`s__Bacteroides massiliensis`",15410.0747773969,16655.4068809357,0.925229559839558,0.358433860315174,0.608981260460948
"g__Turicibacter:treatmentPD1",932.162955605035,1008.21311517069,0.924569360960175,0.358774583536769,0.608981260460948
"`s__unclassified-g__Turicibacter`:treatmentPD1",932.162955605035,1008.21311517069,0.924569360960175,0.358774583536769,0.608981260460948
"g__Oxalobacter:treatmentPD1",-1455178.74886,1576294.33538185,-0.923164358455609,0.359500387854809,0.608981260460948
"`s__Oxalobacter formigenes`:treatmentPD1",-1455178.74886,1576294.33538185,-0.923164358455609,0.359500387854809,0.608981260460948
"`s__Bacteroides eggerthii`",12202.7314037749,13508.9244584974,0.90330887860574,0.369858319435177,0.625006293668126
"`s__Blautia faecis`:treatmentPD1",505633.897265854,559948.652741359,0.903000471186788,0.370020689550765,0.625006293668126
"`s__Bacteroides intestinalis`:treatmentPD1",1211.48689097761,1349.46957412182,0.897750430398551,0.37279168332127,0.628785972297249
"o__Clostridiales:treatmentPD1",596.836205048235,667.742297254355,0.893812189975572,0.374878923875419,0.630573516863431
"c__Clostridia:treatmentPD1",596.781657650036,667.740682890602,0.893732661407735,0.37492114955154,0.630573516863431
"g__Catabacter",806986.536368239,906113.999464876,0.890601554379273,0.376586002586469,0.631571688548289
"`s__Catabacter hongkongensis`",806986.536368239,906113.999464876,0.890601554379273,0.376586002586469,0.631571688548289
"g__Faecalitalea",1521397.57803442,1713149.72172673,0.888070411324566,0.377935255951066,0.632036406760719
"`s__unclassified-g__Faecalitalea`",1521397.57803442,1713149.72172673,0.888070411324566,0.377935255951066,0.632036406760719
"`s__unclassified-g__Bilophila`",19881.4597663457,22492.0084967095,0.883934388040722,0.380146563891733,0.634805679495564
"`s__Parabacteroides johnsonii`",16574.1421557889,18775.0376747124,0.882775440611347,0.380767648483275,0.634805679495564
"g__Tyzzerella_3",-513952.913787197,583404.736046199,-0.880954305016985,0.381744891231853,0.634805679495564
"`s__unclassified-g__Tyzzerella_3`",-513952.913787197,583404.736046199,-0.880954305016985,0.381744891231853,0.634805679495564
"g__Barnesiella:treatmentPD1",1652261.5443826,1887631.93964039,0.875309168956618,0.384784140592242,0.638059777437768
"`s__unclassified-g__Barnesiella`:treatmentPD1",1652261.5443826,1887631.93964039,0.875309168956618,0.384784140592242,0.638059777437768
"g__Parabacteroides:treatmentPD1",477.2296993531,548.345308820663,0.870308711821547,0.387488926971167,0.640861513566585
"f__Tannerellaceae:treatmentPD1",477.173043761172,548.363819367452,0.870176016192316,0.387560864438486,0.640861513566585
"g__Catabacter:treatmentPD1",-957492.970361706,1106043.81867947,-0.865691715093959,0.389996811961789,0.643085652171957
"`s__Catabacter hongkongensis`:treatmentPD1",-957492.970361706,1106043.81867947,-0.865691715093959,0.389996811961789,0.643085652171957
"`g__unclassified-f__Erysipelotrichaceae`",2576.38015797487,3011.2467723902,0.855585859517534,0.395521339996009,0.649559658819694
"`s__unclassified-f__Erysipelotrichaceae`",2576.38015797487,3011.2467723902,0.855585859517534,0.395521339996009,0.649559658819694
"f__Clostridiaceae_1:treatmentPD1",317597.230036396,371247.408575321,0.855486725833831,0.395575771868143,0.649559658819694
"f__Clostridiaceae_1",-310770.554900124,371003.876340526,-0.837647730167872,0.405446076112938,0.664061974155602
"`s__Cuneatibacter caecimuris`:treatmentPD1",-494128.602880524,591263.524263779,-0.835716364366965,0.406523672462742,0.664061974155602
"`g__Lachnospiraceae_UCG-001`:treatmentPD1",-43390.4618905019,51963.654900239,-0.835015588757255,0.406915099393895,0.664061974155602
"`s__unclassified-g__Lachnospiraceae_UCG-001`:treatmentPD1",-43390.4618905019,51963.654900239,-0.835015588757255,0.406915099393895,0.664061974155602
"p__Proteobacteria",-2486.20001624456,2979.40010907294,-0.834463289664764,0.407223755143766,0.664061974155602
"g__Devosia:treatmentPD1",3052047.93569216,3710036.50497174,0.822646335582459,0.413861944073326,0.67154786592514
"`s__unclassified-g__Devosia`:treatmentPD1",3052047.93569216,3710036.50497174,0.822646335582459,0.413861944073326,0.67154786592514
"g__Ruminiclostridium_9",-11928.5331017623,14516.430048443,-0.821726351586124,0.414381484649623,0.67154786592514
"`s__unclassified-g__Ruminiclostridium_9`",-11928.5331017623,14516.430048443,-0.821726351586124,0.414381484649623,0.67154786592514
"c__Gammaproteobacteria:treatmentPD1",4494.87422754273,5473.34796803531,0.821229392648352,0.414662295499154,0.67154786592514
"p__Lentisphaerae",701794.691988181,863344.293316981,0.812879285148079,0.419397810515742,0.67371650418744
"c__Lentisphaeria",701794.691988181,863344.293316981,0.812879285148079,0.419397810515742,0.67371650418744
"o__Victivallales",701794.691988181,863344.293316981,0.812879285148079,0.419397810515742,0.67371650418744
"f__Victivallaceae",701794.691988181,863344.293316981,0.812879285148079,0.419397810515742,0.67371650418744
"g__Victivallis",701794.691988181,863344.293316981,0.812879285148079,0.419397810515742,0.67371650418744
"`g__unclassified-f__Lachnospiraceae`:treatmentPD1",1421.69437776534,1754.16398890364,0.810468340906885,0.420771143508773,0.67371650418744
"`s__unclassified-f__Lachnospiraceae`:treatmentPD1",1421.69437776534,1754.16398890364,0.810468340906885,0.420771143508773,0.67371650418744
"`g__unclassified-f__Ruminococcaceae`",-7031.3010326733,8698.65595738639,-0.808320396520882,0.421996940377476,0.67371650418744
"`s__unclassified-f__Ruminococcaceae`",-7031.3010326733,8698.65595738639,-0.808320396520882,0.421996940377476,0.67371650418744
"g__Raoultibacter",461151.819671852,570864.925548595,0.807812494748543,0.422287104829956,0.67371650418744
"`s__Raoultibacter massiliensis`",461151.819671852,570864.925548595,0.807812494748543,0.422287104829956,0.67371650418744
"`s__Intestinimonas massiliensis`",347039.071153126,430452.847289001,0.806218551785135,0.42319850238223,0.674258154471147
"g__Anaerostipes",-4408.40335729081,5492.65316197333,-0.802599987163037,0.425271927849624,0.676647237428755
"`g__unclassified-f__Lachnospiraceae`",-1184.76207035639,1490.43017503259,-0.794912831344471,0.42969675810392,0.681847211042424
"`s__unclassified-f__Lachnospiraceae`",-1184.76207035639,1490.43017503259,-0.794912831344471,0.42969675810392,0.681847211042424
"`s__Lachnospiraceae_UCG-006 bacterium`",5681.63952892758,7179.38257489914,0.79138275048776,0.431737866106115,0.683658338902448
"`s__unclassified-g__Eggerthella`:treatmentPD1",1493947.01873483,1888839.45601947,0.790933826574742,0.43199784773734,0.683658338902448
"g__Tyzzerella_3:treatmentPD1",470649.410064083,600215.117840118,0.784134547889632,0.435946803963188,0.688060618303345
"`s__unclassified-g__Tyzzerella_3`:treatmentPD1",470649.410064083,600215.117840118,0.784134547889632,0.435946803963188,0.688060618303345
"g__Faecalitalea:treatmentPD1",-1941411.75325221,2490987.7806706,-0.779374258002006,0.438724179935428,0.690595204464445
"`s__unclassified-g__Faecalitalea`:treatmentPD1",-1941411.75325221,2490987.7806706,-0.779374258002006,0.438724179935428,0.690595204464445
"`g__Lachnospiraceae_UCG-006`:treatmentPD1",6122.69642424675,7871.07322121512,0.777873137775428,0.439602159278319,0.690971106061889
"c__Erysipelotrichia:treatmentPD1",742.853567195927,958.566616731926,0.774962902138782,0.441307245856321,0.690971106061889
"o__Erysipelotrichales:treatmentPD1",742.853567195927,958.566616731926,0.774962902138782,0.441307245856321,0.690971106061889
"f__Erysipelotrichaceae:treatmentPD1",742.853567195927,958.566616731926,0.774962902138782,0.441307245856321,0.690971106061889
"`g__unclassified-f__Bacillaceae`:treatmentPD1",1657577.87278146,2194318.41622216,0.75539532482037,0.45287207767145,0.703886451505293
"`s__unclassified-f__Bacillaceae`:treatmentPD1",1657577.87278146,2194318.41622216,0.75539532482037,0.45287207767145,0.703886451505293
"g__Christensenella",469851.66389211,622356.192735498,0.754956196108419,0.45308838437002,0.703886451505293
"`s__Christensenella minuta`",469851.66389211,622356.192735498,0.754956196108419,0.45308838437002,0.703886451505293
"`g__unclassified-f__Family_XIII`",118134.453692875,156480.115923145,0.754948659105654,0.453138097279489,0.703886451505293
"`s__unclassified-f__Family_XIII`",118134.453692875,156480.115923145,0.754948659105654,0.453138097279489,0.703886451505293
"`s__unclassified-g__Lachnoclostridium`:treatmentPD1",2160.20139580761,2884.29769789945,0.748952300374828,0.456718071892224,0.706257048083612
"`s__unclassified-g__Erysipelatoclostridium`:treatmentPD1",383851.211287632,514244.862820096,0.746436647286293,0.45822481409607,0.706257048083612
"g__Cuneatibacter:treatmentPD1",-414275.841228972,556258.193960045,-0.744754586498241,0.45923387019759,0.706257048083612
"`s__Acetatifactor muris`:treatmentPD1",374722.229599975,503780.176871308,0.743820909999201,0.459794525851506,0.706257048083612
"g__Lachnoclostridium:treatmentPD1",2154.46131929939,2896.72898536927,0.743756606220702,0.459833153535363,0.706257048083612
"`s__Lachnospiraceae_NK4A136_group bacterium`:treatmentPD1",-31793.096250658,42765.5920618757,-0.743427010309081,0.460031173079362,0.706257048083612
"`s__Alistipes ihumii`",123747.916617961,166894.640874687,0.741473279006469,0.461205968073772,0.706257048083612
"p__Lentisphaerae:treatmentPD1",-666409.340418109,900067.656735275,-0.740399163808762,0.461852573428723,0.706257048083612
"c__Lentisphaeria:treatmentPD1",-666409.340418109,900067.656735275,-0.740399163808762,0.461852573428723,0.706257048083612
"o__Victivallales:treatmentPD1",-666409.340418109,900067.656735275,-0.740399163808762,0.461852573428723,0.706257048083612
"f__Victivallaceae:treatmentPD1",-666409.340418109,900067.656735275,-0.740399163808762,0.461852573428723,0.706257048083612
"g__Victivallis:treatmentPD1",-666409.340418109,900067.656735275,-0.740399163808762,0.461852573428723,0.706257048083612
"f__Prevotellaceae",677798.26046154,928629.116853581,0.729891243081074,0.468162008608922,0.710377101866047
"g__Prevotellaceae_Ga6A1_group",677798.26046154,928629.116853581,0.729891243081074,0.468162008608922,0.710377101866047
"`s__unclassified-g__Prevotellaceae_Ga6A1_group`",677798.26046154,928629.116853581,0.729891243081074,0.468162008608922,0.710377101866047
"`g__Ruminococcaceae_UCG-007`",1762275.4772,2414435.70381931,0.729891243081074,0.468162008608922,0.710377101866047
"`s__unclassified-g__Parasutterella`",1762275.4772,2414435.70381931,0.729891243081074,0.468162008608922,0.710377101866047
"`s__unclassified-g__Ruminococcaceae_UCG-007`",1762275.4772,2414435.70381931,0.729891243081074,0.468162008608922,0.710377101866047
"`g__Family_XIII_UCG-001`:treatmentPD1",-232710.784139774,321128.731116259,-0.724665100288162,0.471383518658073,0.711177253920222
"`s__unclassified-g__Family_XIII_UCG-001`:treatmentPD1",-232710.784139774,321128.731116259,-0.724665100288162,0.471383518658073,0.711177253920222
"`g__unclassified-f__Micrococcaceae`",1258768.19799999,1737742.62829956,0.724369752747413,0.471563482503641,0.711177253920222
"`s__unclassified-f__Micrococcaceae`",1258768.19799999,1737742.62829956,0.724369752747413,0.471563482503641,0.711177253920222
"`s__Bacteroides clarus`",979041.931777776,1352012.09032665,0.724136965033527,0.471705354169307,0.711177253920222
"g__Oscillospira:treatmentPD1",-667282.258783028,935925.685175802,-0.712965002833197,0.478542333704367,0.719284009851335
"`s__unclassified-g__Oscillospira`:treatmentPD1",-667282.258783028,935925.685175802,-0.712965002833197,0.478542333704367,0.719284009851335
"`s__unclassified-g__Pediococcus`:treatmentPD1",595749.567562467,836301.082715434,0.71236254487211,0.478912593497284,0.719284009851335
"`s__unclassified-g__Cuneatibacter`:treatmentPD1",2159143.2631915,3050559.08849822,0.707786081355481,0.481730431043623,0.722595646565434
"`s__unclassified-g__Eggerthella`",-1241242.6949,1762308.36695999,-0.704327754535468,0.483865919841227,0.723747527843951
"f__Acidaminococcaceae:treatmentPD1",-31680.9725039999,45029.4456012357,-0.703561238229647,0.484339948658929,0.723747527843951
"g__Phascolarctobacterium:treatmentPD1",-31680.9725039999,45029.4456012357,-0.703561238229647,0.484339948658929,0.723747527843951
"`s__Phascolarctobacterium faecium`:treatmentPD1",-31474.2636053802,45125.6879709365,-0.697479972508151,0.488109847310029,0.728302877063045
"f__Eubacteriaceae:treatmentPD1",1132091.81743059,1627365.17760655,0.695659359686939,0.48924162734006,0.728302877063045
"g__Anaerofustis:treatmentPD1",1132091.81743059,1627365.17760655,0.695659359686939,0.48924162734006,0.728302877063045
"c__Negativicutes:treatmentPD1",-31056.5940401139,45065.1246658539,-0.689149187323687,0.493300480129091,0.732495297320149
"o__Selenomonadales:treatmentPD1",-31056.5940401139,45065.1246658539,-0.689149187323687,0.493300480129091,0.732495297320149
"o__Mollicutes_RF39",-1157002.57045089,1699853.40507051,-0.680648441212431,0.498628074797703,0.736694862389088
"`f__unclassified-o__Mollicutes_RF39`",-1157002.57045089,1699853.40507051,-0.680648441212431,0.498628074797703,0.736694862389088
"`g__unclassified-o__Mollicutes_RF39`",-1157002.57045089,1699853.40507051,-0.680648441212431,0.498628074797703,0.736694862389088
"`s__unclassified-o__Mollicutes_RF39`",-1157002.57045089,1699853.40507051,-0.680648441212431,0.498628074797703,0.736694862389088
"g__Pediococcus:treatmentPD1",565756.381943849,835132.964053844,0.677444678027788,0.500644041061367,0.738747590001691
"`s__unclassified-g__Cuneatibacter`",-1736127.04134444,2574722.6721428,-0.674296715575801,0.502629198179174,0.738819239026358
"`s__Anaerotruncus colihominis`",-236744.59654697,351246.405604132,-0.674012866095462,0.50280840764644,0.738819239026358
"g__Ruminiclostridium_5:treatmentPD1",5591.86200916645,8303.99624935542,0.673394091381062,0.503199193331777,0.738819239026358
"`s__unclassified-g__Ruminiclostridium_5`:treatmentPD1",5591.86200916645,8303.99624935542,0.673394091381062,0.503199193331777,0.738819239026358
"`s__Bacteroides nordii`",3502.29797969108,5234.89471593449,0.669029306173139,0.505960425208528,0.741949429503551
"`s__unclassified-g__Alistipes`:treatmentPD1",-4024.34391466371,6091.20212170392,-0.660681394945725,0.511264111135895,0.744020468088186
"`g__unclassified-f__Staphylococcaceae`",-1156520.42836996,1751299.66276294,-0.66037837667677,0.511418472647252,0.744020468088186
"`s__unclassified-f__Staphylococcaceae`",-1156520.42836996,1751299.66276294,-0.66037837667677,0.511418472647252,0.744020468088186
"`s__unclassified-g__Akkermansia`:treatmentPD1",579197.481368797,878543.472592918,0.65927014363827,0.512163653025285,0.744020468088186
"g__Sellimonas:treatmentPD1",507538.043017535,774128.387748633,0.655625153462706,0.514490903206727,0.744020468088186
"`g__unclassified-f__Ruminococcaceae`:treatmentPD1",7969.0557907154,12206.7802800426,0.652838472381154,0.516273931991903,0.744020468088186
"`s__unclassified-f__Ruminococcaceae`:treatmentPD1",7969.0557907154,12206.7802800426,0.652838472381154,0.516273931991903,0.744020468088186
"`s__unclassified-g__Akkermansia`",-404809.301756788,622107.348006822,-0.650706510787506,0.517640258060591,0.744020468088186
"`s__Lachnoclostridium urinimassiliense`:treatmentPD1",-116116.771075217,178476.884747477,-0.650598374346953,0.517709611305626,0.744020468088186
"`s__unclassified-g__Alistipes`",3855.77458763624,5943.24489969746,0.648765893499108,0.518885620292284,0.744020468088186
"g__DTU089",-1486775.9036375,2306987.62057578,-0.644466355335895,0.521612795096122,0.744020468088186
"`s__unclassified-g__DTU089`",-1486775.9036375,2306987.62057578,-0.644466355335895,0.521612795096122,0.744020468088186
"`s__unclassified-g__Nocardioides`",-2973551.807275,4613975.24115156,-0.644466355335895,0.521612795096122,0.744020468088186
"`s__unclassified-g__Sellimonas`",-495591.967879167,768995.87352526,-0.644466355335895,0.521612795096122,0.744020468088186
"`s__unclassified-g__Victivallis`",-991183.935758333,1537991.74705052,-0.644466355335895,0.521612795096122,0.744020468088186
"g__Paenibacillus:treatmentPD1",2952154.39837843,4590806.88019589,0.643057849179764,0.522557841192975,0.744020468088186
"`s__unclassified-g__Paenibacillus`:treatmentPD1",2952154.39837843,4590806.88019589,0.643057849179764,0.522557841192975,0.744020468088186
"`g__Lachnospiraceae_UCG-010`",-371693.975909375,578550.714674393,-0.642457033552476,0.522945164822446,0.744020468088186
"`s__unclassified-g__Lachnospiraceae_UCG-010`",-371693.975909375,578550.714674393,-0.642457033552476,0.522945164822446,0.744020468088186
"g__Sellimonas",-495591.967879191,773729.988187991,-0.64052314818484,0.52419289368029,0.744020468088186
"f__Eubacteriaceae",-991183.935758338,1549344.67008019,-0.639743986537894,0.52469604449334,0.744020468088186
"g__Anaerofustis",-991183.935758338,1549344.67008019,-0.639743986537894,0.52469604449334,0.744020468088186
"`s__Anaerofustis stercorihominis`",-991183.935758326,1550163.91479365,-0.639405888821938,0.524914453004226,0.744020468088186
