"tail.number","treatment","microbiome.sample","tumor.volume","days.from.injection","unique.mouse.id","experiment","cage","treatment.group"
"1","Anti-PD1","HONC-60 68v1",292.5,18,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"1","Anti-PD1","HONC-60 68v1",296.45,21,"1 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"1","Anti-PD1","HONC-60 68v2",0,0,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",16.896,4,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",40.9535,6,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",17.45,9,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",88.8255,12,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",66.25,15,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",110.3995,18,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","Anti-PD1","HONC-60 68v2",168.5345,21,"1 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"1","IgG","HONC-60 68v1",0,0,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",66.0275,4,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",116.6135,6,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",104.104,9,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",177.8685,12,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",237.65,15,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",400.9875,18,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v1",694.8895,21,"1 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","IgG","HONC-60 68v2",0,0,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",21.6,4,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",24.025,6,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",85.8645,9,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",80.3795,12,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",123.944,15,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",309.8425,18,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"1","IgG","HONC-60 68v2",647.15,21,"1 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","Anti-PD1","HONC-60 68v1",0,0,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",48.6,4,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",109.6515,6,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",166.8875,9,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",165.9375,12,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",215.472,15,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",397.375,18,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v1",237.917,21,"2 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"2","Anti-PD1","HONC-60 68v2",0,0,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",5.184,4,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",22.2865,6,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",114.513,9,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",112.216,12,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",81.027,15,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",15.309,18,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","Anti-PD1","HONC-60 68v2",3.9015,21,"2 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"2","IgG","HONC-60 68v1",0,0,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",34.68,4,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",110.4125,6,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",57.6,9,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",252.8,12,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",426.275,15,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",509.2815,18,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v1",1072.8,21,"2 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"2","IgG","HONC-60 68v2",0,0,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",27.864,4,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",27.864,6,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",64.1415,9,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",52.8275,12,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",115.649,15,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",313.088,18,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"2","IgG","HONC-60 68v2",576,21,"2 x 4_IgG_HONC-60 68v2","mimic10","4",NA
"3","Anti-PD1","HONC-60 68v1",0,0,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",34.344,4,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",92.778,6,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",72.8,9,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",115.6,12,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",21.888,15,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",0,18,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v1",0,21,"3 x 1_Anti-PD1_HONC-60 68v1","mimic10","1",NA
"3","Anti-PD1","HONC-60 68v2",0,0,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",32.4,4,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",43.32,6,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",73.568,9,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",73.0355,12,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",93.8825,15,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",58.5585,18,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","Anti-PD1","HONC-60 68v2",46.225,21,"3 x 2_Anti-PD1_HONC-60 68v2","mimic10","2",NA
"3","IgG","HONC-60 68v1",0,0,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",42.336,4,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",90.396,6,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",120.6285,9,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",267.1415,12,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",322.406,15,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",619.953,18,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"3","IgG","HONC-60 68v1",1932.294,21,"3 x 3_IgG_HONC-60 68v1","mimic10","3",NA
"1","Anti-PD1","HONC60-79 v2",0,0,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",103.518,4,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",205.408,7,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",158.8125,9,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",91.96,12,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",77.6,15,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",41.038,18,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v2",10.976,21,"1 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"1","Anti-PD1","HONC60-79 v4",0,0,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",34.3,4,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",153.75,7,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",156.25,9,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",183.2335,12,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",365.625,15,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",433.84,18,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","Anti-PD1","HONC60-79 v4",460.876,21,"1 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"1","IgG","HONC60-79 v2",0,0,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",2.89,4,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",137.82,7,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",45.864,9,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",228.69,12,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",506.25,15,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",591.658,18,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v2",1250.256,21,"1 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"1","IgG","HONC60-79 v4",0,0,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",44.436,4,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",58.2435,7,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",102.396,9,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",249.275,12,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",451.452,15,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",449.232,18,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","IgG","HONC60-79 v4",787.968,21,"1 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","Anti-PD1","HONC60-79 v2",0,0,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",130.6185,4,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",156.8,7,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",276.768,9,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",165.308,12,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",212.704,15,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",148.716,18,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v2",6.6125,21,"2 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"2","Anti-PD1","HONC60-79 v4",0,0,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",27.744,4,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",57.434,7,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",66.792,9,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",46.19,12,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",38.232,15,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",30.2715,18,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","Anti-PD1","HONC60-79 v4",0,21,"2 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"2","IgG","HONC60-79 v2",0,0,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",85.6745,4,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",111.6465,7,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",83.79,9,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",236.6,12,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",387.706,15,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",1038.8485,18,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v2",1382.29,21,"2 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"2","IgG","HONC60-79 v4",0,0,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",51.842,4,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",74.6105,7,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",111.375,9,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",181.5,12,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",91.035,15,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",64,18,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"2","IgG","HONC60-79 v4",284.752,21,"2 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","Anti-PD1","HONC60-79 v2",0,0,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",60.858,4,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",58.725,7,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",40.425,9,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",54.15,12,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",50.193,15,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",53.958,18,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v2",27.436,21,"3 x 1_Anti-PD1_HONC60-79 v2","mimic11","1",NA
"3","Anti-PD1","HONC60-79 v4",0,0,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",47.1495,4,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",67.76,7,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",73.96,9,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",44.8,12,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",42.194,15,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",50.7195,18,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","Anti-PD1","HONC60-79 v4",70.304,21,"3 x 2_Anti-PD1_HONC60-79 v4","mimic11","2",NA
"3","IgG","HONC60-79 v2",0,0,"3 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"3","IgG","HONC60-79 v2",26.035,4,"3 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"3","IgG","HONC60-79 v2",117.45,7,"3 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"3","IgG","HONC60-79 v2",122.112,9,"3 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"3","IgG","HONC60-79 v2",174.96,12,"3 x 3_IgG_HONC60-79 v2","mimic11","3",NA
"3","IgG","HONC60-79 v4",0,0,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",126.587,4,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",276.606,7,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",150.858,9,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",314.23,12,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",354.6,15,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",760.6315,18,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"3","IgG","HONC60-79 v4",1132.0155,21,"3 x 4_IgG_HONC60-79 v4","mimic11","4",NA
"1","Anti-PD1","HONC60-85 v2",0,0,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",31.2,5,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",93.288,9,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",67.8375,12,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",80.64,15,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",55.2,18,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v2",53.24,21,"1 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"1","Anti-PD1","HONC60-85 v1",0,0,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",33.462,5,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",84.27,9,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",282.528,12,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",190.125,15,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",156.282,18,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","Anti-PD1","HONC60-85 v1",183.7875,21,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"1","IgG","HONC60-85 v2",0,0,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",34.102,5,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",46.2825,9,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",69.678,12,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",0,15,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",0,18,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v2",0,21,"1 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"1","IgG","HONC60-85 v1",0,0,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",41.6,5,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",43.2,9,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",75.106,12,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",117,15,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",456.896,18,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"1","IgG","HONC60-85 v1",831.464,21,"1 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","Anti-PD1","HONC60-85 v2",0,0,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",38.2655,5,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",133.308,9,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",5.6,12,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",0,15,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",0,18,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v2",0,21,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"2","Anti-PD1","HONC60-85 v1",0,0,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",55.225,5,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",123.032,9,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",73.9125,12,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",73.2305,15,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",6.6,18,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","Anti-PD1","HONC60-85 v1",0,21,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"2","IgG","HONC60-85 v2",0,0,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",69.819,5,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",73.568,9,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",41.984,12,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",13.4345,15,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",14.8445,18,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v2",0,21,"2 x 3_IgG_HONC60-85 v2","mimic12","3",NA
"2","IgG","HONC60-85 v1",0,0,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",25.432,5,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",34.983,9,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",52.39,12,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",152.368,15,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",167.328,18,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"2","IgG","HONC60-85 v1",274.752,21,"2 x 4_IgG_HONC60-85 v1","mimic12","4",NA
"3","Anti-PD1","HONC60-85 v2",0,0,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",45.63,5,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",59.976,9,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",51.6375,12,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",65.664,15,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",34.9095,18,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v2",7.29,21,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1",NA
"3","Anti-PD1","HONC60-85 v1",0,0,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
"3","Anti-PD1","HONC60-85 v1",70.632,5,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2",NA
