Taxon	mim16.m1c3t	mim16.m2c3t	mim16.m3c3t	mim16.m1c4t	mim16.m2c4t	mim16.m3c4t	mim16.m1c1l	mim16.m2c1l	mim16.m3c1l	mim16.m3c2l	mim16.m1c3l	mim16.m2c3l	mim16.m3c3l	mim16.m1c4l	mim16.m2c4l	mim16.m3c4l
seq13 Bacteroides;xylanisolvens	1e-06	0.0017	1e-06	0.0009	1e-06	0.0188	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0005
seq8 Bacteroides;xylanisolvens	1e-06	0.0065	0.0004	0.0018	1e-06	0.0377	0.0016	1e-06	1e-06	1e-06	1e-06	0.0031	1e-06	1e-06	1e-06	1e-06
seq186 Bacteroides;fragilis-ovatus	1e-06	1e-06	1e-06	1e-06	1e-06	0.0004	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq7 Bacteroides;stercorirosoris	1e-06	0.0139	1e-06	0.0023	0.0023	0.0459	0.0018	0.0053	1e-06	1e-06	1e-06	0.0022	1e-06	1e-06	1e-06	0.0004
seq14 Bacteroides;dorei	1e-06	1e-06	1e-06	0.0013	0.0011	0.0169	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0004	1e-06	1e-06
seq10 Bacteroides;uniformis	1e-06	0.0002	1e-06	0.0004	1e-06	0.0317	0.0007	0.001	1e-06	1e-06	0.0027	1e-06	1e-06	1e-06	1e-06	1e-06
